Title,Industry,Converted,Business Type,Lead Type,Product.,Lead Status,Lead Source,Secondary Lead Source
Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Vice President - Dakeryn Group of Companies,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
"Principal, New Century Middle School",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Certified Human Resources Professional (CHRP),Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Program Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co-Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Client Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
HEALTHCARESPECIALIST at CONVAL-AID,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Public & Community Relations manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Principal,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Manager, Development and Maintenance, Public Health I and Information Technology Acting-public Health, Health and Long-term Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, Contigo Solutions Inc.",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Senior Manager-technical Services Unit Health and Long-term Care,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Technology Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Communications Director,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Manager Current Operations Information Technology,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Technology Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Vice President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Incumbent, The Anglican Parish of Christ Church Cataraqui at Anglican Diocese of Ontario",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"President at Wiczek Marketing, Inc.",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
VP of Sales,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Owner,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Technical Project Manager-INSPECTIONS, Health and LONG-TERM Care",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Co-Founder of UtiliTee / Vice President of Scouting - NCSA,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Business Systems Analyst-Technology and Information Management Unit, Municipal Affairs and Housing",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant Vice President,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Financial Administrative Clerk-Information Technology Service Management, Health and LONG-TERM CARE",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CFO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Scouting Vice President NCSA Next College Student Athlete,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
President,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Founder at Wealth Strategy Group,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Program Manager & Senior Project Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Manager, Systems Project, Office of Information Technology Unit, Kingston-Ministry of Community and Social Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Relationship Manager MassMutual@Work,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Administrative Assistant Acting, Health and LONG-TERM Care, Health System Policy and Relations Branch, Toronto",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Vice President,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Financial Advisor at Financial Literacy Counsel,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Vice President of Strategic Initiatives,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Managing Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, DZD Hardwood",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
AVP,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Manager,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Owner, Investia Financial Services Inc.",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Founder & President,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Financial Planner- Brothers & Company Financial / Lawton Partners,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CTO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Account Manager,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Operating Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
Executive Director at Aunt Leah's Society,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Co Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
CEO,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
******,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Chief Technology Officer,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Principal,Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Information Technology Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
--,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Assistant Vice President,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Senior Advisor, D. A. Penney Financial Group Inc. Disability & Life Insurance Specialist",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
"Vice President, Regulatory Affairs",Utilities,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
CEO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Service Level Manager-information Technology Service Management Office, Transportation",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Founder,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
Talent Sourcing Lead,Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
COO,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India,India Lead - Research
"Project Leader-financial Systems Information Technology Management Team, Government and Consumer Services",Others,0,Solutions,Enterprise (End User),Infrascale Appliance,Suspect,India - NGRAM,India Lead - Research
Director,Computer/Software,0,Services,Enterprise (End User),Infrascale Cloud,Suspect,India - NGRAM,India Lead - Research
